Pn1	36607307	36608989
Pn13	17934956	17936699
Pn8	943435	953597
Pn2	17440496	17443400
Pn16	12920907	12924394
Pn16	12933812	12935342
Pn17	22242340	22244451
Pn21	20616328	20616714
Pn16	12900078	12901736
Pn17	22259197	22261296
Pn10	28943368	28944657
Pn1	2641519	2641944
Pn16	12905161	12907315
Pn17	22219938	22222024
Pn21	1109981	1114252
Pn21	1656885	1657094
Pn8	6131818	6132069
Pn21	1649053	1650767
Pn9	29589379	29591819
Pn21	1646875	1648999
Pn13	21921947	21923290
Pn19	8386875	8388245
Pn8	15648630	15649480
Pn1	40790602	40791954
Pn8	15072893	15073779
Pn19	8351764	8352948
Pn20	8395791	8397161
Pn19	8416857	8418227
Pn4	4256182	4256520
Pn4	7598635	7598883
Pn1	29710860	29711650
Pn1	40781219	40782571
Pn4	7614384	7615613
Pn6	29423894	29424319
Pn4	4237486	4238853
Pn4	7583021	7584388
Pn1	40763413	40764447
Pn1	29764745	29767978
Pn15	3434338	3434688
Pn6	26444848	26447149
Pn8	29559523	29561455
Pn2	23854366	23855228
Pn10	20090498	20091799
Pn1	23648035	23650077
Pn13	11096301	11096633
Pn5	17387575	17388127
Pn11	17157687	17158147
Pn7	28768557	28768838
Pn3	36244054	36244428
Pn3	36224871	36226886
Pn5	10330538	10332090
Pn2	14269093	14270460
Pn21	12418974	12420332
Pn14	4477190	4479336
Pn7	28709019	28709264
Pn12	10561779	10563759
Pn26	4508348	4512703
Pn4	18597494	18598879
Pn4	18845644	18847029
Pn7	7441157	7441462
Pn1	23727288	23728040
Pn16	8505127	8506002
Pn9	8646892	8650108
Pn5	17740059	17740572
Pn17	1700665	1701132
Pn7	17103580	17104884
Pn22	4527352	4528683
Pn14	4512926	4514408
Pn8	15855255	15857849
Pn5	7969109	7970793
Pn8	23578345	23579199
Pn1	41433143	41434450
Pn5	7754962	7756640
Pn15	3437120	3437579
Pn7	7968506	7968811
Pn15	3435395	3437014
Pn1	23653492	23654130
Pn5	17643126	17645123
Pn1	13175173	13177423
Pn14	4457385	4458834
Pn7	28767720	28768082
Pn5	17685860	17687954
Pn9	28391714	28393039
Pn7	17173946	17176297
Pn11	1710174	1710413
Pn13	22802015	22802296
Pn9	27692240	27693565
Pn13	22802310	22803189
Pn7	25617217	25617438
Pn7	17135177	17137610
Pn1	1733522	1733863
Pn1	43197164	43199041
Pn1	23785711	23786472
Pn6	27716344	27717700
Pn10	20113105	20113689
Pn14	4363843	4364800
Pn3	36245010	36246522
Pn5	29792135	29793517
Pn7	3803102	3804747
Pn25	10529028	10529480
Pn5	10336777	10338329
Pn17	20123905	20125352
Pn25	8898636	8898817
Pn13	24425092	24425416
Pn19	11796936	11798653
Pn10	21122738	21123322
Pn16	8499904	8500128
Pn5	17624577	17626582
Pn2	36627499	36627783
Pn16	8534393	8536116
Pn4	9734784	9735032
Pn22	19917890	19926742
Pn7	28769930	28771285
Pn9	7368302	7369620
Pn1	1007391	1007732
Pn17	1675029	1678406
Pn13	24427210	24427506
Pn18	13348583	13349872
Pn14	27115835	27118334
Pn5	17682817	17683494
Pn11	25124088	25125272
Pn22	20271387	20272679
Pn1	23698279	23699622
Pn8	25345188	25348413
Pn2	14281120	14282487
Pn5	34491985	34493367
Pn14	22554299	22556711
Pn1	23751303	23751842
Pn16	16034528	16035067
Pn21	4398657	4399985
Pn22	13765282	13767652
Pn10	21152473	21153873
Pn11	17061091	17062401
Pn21	12081939	12082784
Pn13	11137990	11138394
Pn7	32507683	32509871
Pn2	7959173	7960555
Pn10	21123417	21124034
Pn1	43719461	43721338
Pn7	29244385	29245737
Pn5	17617924	17618708
Pn5	17481694	17534900
Pn11	1929094	1930479
Pn8	25339108	25339410
Pn14	4410736	4412175
Pn11	1710940	1711560
Pn21	14306663	14307025
Pn21	12216735	12216995
Pn1	13177445	13177645
Pn8	23579248	23579496
Pn25	10525016	10525579
Pn14	4582527	4584676
Pn17	20027304	20028751
Pn6	27717712	27717954
Pn25	10528214	10529000
Pn2	8988886	8991384
Pn21	14300099	14300380
Pn5	34494444	34495471
Pn10	20112393	20113010
Pn2	7570812	7572220
Pn1	23685322	23686638
Pn22	15548436	15550806
Pn14	4562972	4563986
Pn5	10323134	10324592
Pn7	17102892	17103551
