Pn1	9041233	9041469
Pn1	9026869	9027105
Pn1	8896068	8898808
Pn1	8662283	8663144
Pn7	27409030	27410857
Pn15	493226	493474
Pn1	8584956	8587720
Pn1	8465098	8465430
Pn9	29776793	29780293
Pn1	8751112	8753904
Pn1	2102011	2105069
Pn1	8233597	8233905
Pn1	8698969	8702857
Pn4	4167413	4170960
Pn7	27614036	27614335
Pn1	7962812	7965780
Pn18	20548003	20550553
Pn1	7960673	7961719
Pn7	27278210	27278680
Pn9	30301105	30327683
Pn1	8313610	8314471
Pn1	8115696	8118257
Pn2	40501598	40503733
Pn7	27330879	27333515
Pn1	8034837	8035169
Pn7	27187545	27190194
Pn1	8059511	8062125
Pn18	20898212	20899584
Pn1	8376096	8376371
Pn7	27274139	27277108
Pn1	8136843	8139634
Pn1	7999356	7999926
Pn13	10736750	10740738
Pn1	8595558	8599448
Pn1	2106118	2107193
Pn9	29744399	29745357
Pn1	8844012	8846776
Pn7	27314909	27315208
Pn13	10834249	10838010
Pn1	8282900	8283812
Pn1	9007200	9009991
Pn2	40385189	40387325
Pn9	30442397	30443110
Pn9	29671187	29672264
Pn1	8520342	8520641
Pn9	30394423	30395497
Pn20	3568576	3571204
Pn1	8854562	8858453
Pn7	27515453	27515752
Pn20	5586057	5587917
Pn1	29478351	29479185
Pn7	27502871	27507231
Pn1	8966659	8969450
Pn1	2238463	2241522
Pn4	5400761	5401984
Pn13	10791580	10795582
Pn1	8981291	8981793
Pn1	8427827	8428114
Pn7	27152887	27153907
Pn1	10485342	10488348
Pn1	13598476	13601477
Pn14	16591085	16592180
Pn7	27573193	27574291
Pn9	30225694	30228213
Pn1	9087330	9087632
Pn3	34010202	34013924
Pn1	8653290	8656328
Pn1	8225537	8225860
Pn9	30031815	30061438
Pn19	11558169	11559254
Pn13	10873372	10877500
Pn1	9095780	9098572
Pn15	501149	503729
Pn1	8196988	8198117
Pn7	27593441	27596300
Pn1	8471237	8474184
Pn2	40297774	40300809
Pn7	27351965	27354845
Pn14	16583925	16584242
Pn9	29995350	30001442
Pn1	8681960	8682259
Pn1	5344290	5347311
Pn18	20412353	20418554
Pn1	8722574	8725678
Pn1	8758002	8758301
Pn1	8355487	8355783
Pn1	8315712	8318773
Pn1	8415629	8415964
Pn1	7978858	7979154
Pn4	6343000	6343573
Pn7	27389119	27392109
Pn7	27214158	27216874
Pn1	8422119	8422367
Pn7	27546163	27546582
Pn9	29661608	29662521
Pn1	8902655	8902957
Pn4	7477423	7479847
Pn9	29761595	29762539
Pn7	27435050	27435349
Pn1	10532067	10534858
Pn7	27443565	27447886
Pn1	8399597	8402629
Pn8	23246365	23247730
Pn1	8337488	8337736
Pn9	30095889	30096847
Pn9	30282548	30283506
Pn7	27371030	27371329
Pn7	27232471	27232704
Pn1	8958109	8958411
Pn9	30105988	30107051
Pn18	20795507	20796882
Pn1	8495857	8498507
Pn13	15180011	15183489
Pn1	7989711	7990843
Pn1	8265519	8265818
Pn1	8533012	8535789
Pn9	29965037	29965995
Pn4	4111805	4118683
Pn18	21094959	21095949
Pn1	8781029	8783825
Pn1	8911215	8912346
Pn20	5566779	5568021
Pn1	8721803	8722264
Pn9	29814048	29816317
Pn1	9021601	9022732
Pn4	4152892	4153468
Pn3	21459061	21460460
Pn1	8808120	8810629
Pn1	9035899	9037435
Pn1	8869633	8872427
Pn1	8664412	8667450
Pn13	10967537	10971663
Pn1	8395920	8396195
Pn9	29853186	29854239
Pn1	8050046	8050379
Pn1	8419335	8420466
Pn7	27579281	27579700
Pn1	9052933	9055583
Pn1	8621753	8622085
Pn1	8379776	8380908
Pn1	8628120	8630834
Pn18	21096040	21096416
Pn9	29725598	29727880
Pn1	8382565	8382813
Pn1	10523445	10523747
Pn1	8937034	8939823
Pn2	217105	220139
Pn1	8553305	8555406
Pn4	5400438	5400737
Pn4	4087843	4089954
Pn1	8172000	8175909
Pn9	29832292	29837277
Pn4	7521644	7526928
Pn4	7482020	7487744
Pn9	29925185	29927478
Pn1	8199628	8199876
Pn1	2242571	2243646
Pn9	30327768	30328726
Pn7	27630633	27633489
Pn7	27540055	27542511
Pn1	8556702	8560764
Pn1	8839852	8842397
Pn1	8824707	8825800
Pn7	27169811	27172497
Pn1	8084941	8087499
Pn1	10516823	10518978
Pn1	9074608	9082875
Pn7	27652073	27654708
Pn7	27292103	27295736
Pn1	8214736	8218602
Pn9	30161807	30202988
Pn9	30373062	30373777
Pn9	29704693	29705408
Pn1	7988133	7988603
Pn9	30139888	30140603
Pn9	29903275	29903990
Pn7	27404727	27405754
Pn9	29794230	29794933
Pn9	30347963	30348676
Pn9	30019516	30020231
Pn9	29874949	29875664
Pn20	5548106	5550812
Pn9	30079751	30080466
Pn9	29935314	29936029
