Pn21	1354314	1354963
Pn21	1370047	1371686
Pn21	1354976	1356014
Pn21	1347832	1349564
Pn1	11657317	11664310
Pn7	15158733	15161245
Pn21	1328753	1330485
Pn21	801997	802218
Pn21	1317481	1319197
Pn1	11761035	11766464
Pn1	11676125	11676592
Pn9	31285808	31287994
Pn21	1309896	1311664
Pn21	1417068	1418849
Pn5	18192919	18213932
Pn8	23293249	23296900
Pn9	31348958	31351152
Pn21	803575	804843
Pn1	11691172	11693637
Pn21	1408962	1410712
Pn1	11676865	11681511
Pn21	1336364	1337902
Pn21	815163	818613
Pn5	18220881	18221102
Pn21	1400894	1402638
Pn21	16093851	16096175
