Pn15	4164038	4165013
Pn3	19172505	19177998
Pn15	4199216	4255902
Pn13	25354968	25359371
Pn15	4487748	4488656
Pn3	27957465	27960598
Pn15	4521101	4524586
Pn9	9308731	9311012
Pn1	44296404	44299884
Pn3	27647621	27648260
Pn15	4260503	4264086
Pn15	4501527	4504947
Pn3	27963279	27973647
Pn1	45139919	45140544
Pn19	12499306	12501842
Pn21	21671518	21674253
Pn7	4296370	4296927
Pn8	4914264	4914913
Pn15	4181411	4185089
Pn15	4471119	4474796
Pn1	3920211	3923627
Pn1	42604832	42605432
Pn1	44740977	44741850
Pn15	4514281	4517715
Pn3	18730570	18734606
Pn21	21139864	21142626
Pn3	27640371	27643443
Pn8	6739423	6744469
Pn10	1435996	1439513
Pn25	5616509	5621641
Pn25	5645056	5648532
Pn11	28042385	28045862
Pn8	6790601	6793574
Pn3	31404585	31405874
Pn7	7298481	7302235
Pn7	7275602	7277703
Pn5	7569802	7603070
Pn5	7616422	7619577
Pn1	37356450	37359725
Pn1	37440789	37444123
