Pn1	11649835	11650697
Pn1	26424950	26427702
Pn1	34296363	34300770
Pn1	34569587	34573778
Pn1	35268929	35273757
Pn1	36087209	36093480
Pn1	1983490	1984458
Pn1	39166800	39170482
Pn1	39649531	39650514
Pn1	40854342	40855349
Pn1	40855464	40858206
Pn1	41029852	41030282
Pn1	41949069	41951817
Pn1	41951968	41952975
Pn1	42184609	42184920
Pn1	42391219	42391617
Pn1	45405669	45407948
Pn1	46738369	46739030
Pn1	3211266	3211991
Pn1	7763247	7763933
Pn10	29838240	29839289
Pn10	27841729	27842970
Pn10	26764514	26765571
Pn10	1231721	1232423
Pn10	713745	717308
Pn10	20861839	20864790
Pn10	21034287	21036988
Pn10	21192610	21194852
Pn4	29818167	29820676
Pn4	29852957	29856718
Pn4	31792852	31794285
Pn4	31998135	32000099
Pn4	32280697	32285174
Pn4	32401644	32405171
Pn4	7210954	7211259
Pn16	14823883	14824137
Pn4	17806619	17809772
Pn4	3508337	3509724
Pn4	3914664	3915236
Pn11	16832887	16834082
Pn11	16303062	16337956
Pn11	26007273	26007569
Pn11	157871	159536
Pn11	5993564	5994961
Pn11	1479996	1483590
Pn11	1115919	1116191
Pn11	25691784	25692410
Pn11	25639000	25639719
Pn11	25637731	25638968
Pn11	1966838	1969750
Pn11	28811940	28813121
Pn11	28063056	28064510
Pn11	23765434	23772661
Pn11	22956207	22963491
Pn11	22112537	22113970
Pn11	20797103	20799016
Pn11	19944617	19947294
Pn12	9088085	9092737
Pn12	9247903	9250278
Pn12	9328699	9332961
Pn12	9399589	9436251
Pn12	9482281	9486714
Pn12	9519523	9523987
Pn12	10709590	10710468
Pn12	12132285	12137603
Pn12	14472987	14473526
Pn12	20048078	20049348
Pn12	17935002	17935433
Pn14	28133270	28134260
Pn14	2515478	2517613
Pn14	25743608	25745204
Pn14	24359754	24381787
Pn14	24350319	24352858
Pn14	23963167	23963476
Pn14	23682042	23684511
Pn7	9314949	9315359
Pn7	9699704	9703930
Pn7	9710037	9710447
Pn7	9969610	9969849
Pn7	10289521	10291445
Pn7	10860645	10861261
Pn7	12789745	12790416
Pn7	13073149	13079420
Pn7	13106682	13109182
Pn7	13133633	13134804
Pn7	26482054	26483098
Pn7	26477435	26481866
Pn7	15652157	15654118
Pn7	15916035	15918007
Pn3	34041881	34042479
Pn3	37430231	37433108
Pn3	34989225	34990085
Pn21	16057925	16061504
Pn21	14573252	14577047
Pn21	10128411	10129041
Pn21	3500661	3501020
Pn4	1426042	1427556
Pn21	20660634	20662166
Pn21	18113209	18116477
Pn21	17691509	17692566
Pn16	11059711	11062519
Pn16	11232860	11235552
Pn16	5092426	5096316
Pn16	7383006	7385312
Pn5	29613977	29615654
Pn5	31757808	31759349
Pn5	31759361	31760410
Pn5	26386242	26388014
Pn18	11559283	11559627
Pn18	11392341	11393009
Pn23	19154097	19157326
Pn23	19146757	19147215
Pn23	16993239	16993508
Pn13	6464723	6465547
Pn13	6830391	6833478
Pn13	9573233	9576591
Pn13	11643950	11645493
Pn13	11779776	11781312
Pn13	12416785	12418048
Pn13	12851351	12853129
Pn13	12878234	12879429
Pn13	13956848	13958318
Pn13	14955238	14956611
Pn25	1545825	1547865
Pn23	2028448	2028708
Pn23	1254951	1256805
Pn18	12717535	12719841
Pn18	12873871	12875103
Pn18	14365592	14368951
Pn18	12339566	12342931
Pn15	19898517	19903042
Pn3	1703487	1705854
Pn3	8932675	8933244
Pn3	8713172	8713624
Pn3	6648514	6648870
